block	gene	fisher	d_c	d_nc	nd_c	nd_nc	pymc3	logit	susie	varbvs
block273	gene_1015	1.0	0	1422	1	1663	0.027	0.25	0.0	0.136652
block273	gene_1016	1.0	0	1422	1	1663	0.0255	0.25	0.0	0.136652
block274	gene_1017	0.212248	2	1420	0	1664	0.131	0.375788	0.186254	0.134909
block274	gene_1018	1.0	1	1421	1	1663	0.0555	0.15203	0.14813	0.096663
block274	gene_1019	1.0	0	1422	1	1663	0.0285	0.127357	0.160921	0.113287
block274	gene_1020	0.160049	3	1419	9	1655	0.0275	0.090112	0.182852	0.129457
block274	gene_1021	1.0	0	1422	1	1663	0.032	0.127357	0.160921	0.11293
block274	gene_1022	1.0	0	1422	1	1663	0.0355	0.127357	0.160921	0.11293
block275	gene_1023	1.0	1	1421	1	1663	0.044	0.046599	0.0	0.06533
block275	gene_1024	1.0	1	1421	1	1663	0.0565	0.046599	0.0	0.06533
block275	gene_1025	1.0	1	1421	1	1663	0.0435	0.046599	0.0	0.065312
block275	gene_1026	0.460791	1	1421	0	1664	0.071	0.0782	0.0	0.077874
block275	gene_1027	0.460791	1	1421	0	1664	0.0565	0.0782	0.0	0.077874
block275	gene_1028	0.460791	1	1421	0	1664	0.0605	0.0782	0.0	0.077874
block275	gene_1029	0.460791	1	1421	0	1664	0.06	0.0782	0.0	0.077873
block275	gene_1030	0.460791	1	1421	0	1664	0.0585	0.0782	0.0	0.077873
block275	gene_1031	0.460791	1	1421	0	1664	0.074	0.0782	0.0	0.077873
block275	gene_1032	0.460791	1	1421	0	1664	0.063	0.0782	0.0	0.077873
block275	gene_1033	0.460791	1	1421	0	1664	0.051	0.0782	0.0	0.077873
block275	gene_1034	0.460791	1	1421	0	1664	0.062	0.0782	0.0	0.077873
block275	gene_1035	0.460791	1	1421	0	1664	0.066	0.0782	0.0	0.077873
block275	gene_1036	0.460791	1	1421	0	1664	0.0635	0.0782	0.0	0.077873
block276	gene_1037	0.460791	1	1421	0	1664	0.0705	0.2	0.2	0.125611
block276	gene_1038	0.460791	1	1421	0	1664	0.0685	0.2	0.2	0.125612
block276	gene_1039	0.460791	1	1421	0	1664	0.078	0.2	0.2	0.125612
block276	gene_1040	0.460791	1	1421	0	1664	0.068	0.2	0.2	0.125612
block276	gene_1041	0.460791	1	1421	0	1664	0.0675	0.2	0.2	0.125612
block277	gene_1042	1.0	0	1422	1	1663	0.045	0.058128	0.0	0.076002
block277	gene_1043	1.0	0	1422	1	1663	0.0295	0.058128	0.0	0.076002
block277	gene_1044	1.0	0	1422	1	1663	0.029	0.058128	0.0	0.076001
block277	gene_1045	1.0	0	1422	1	1663	0.0305	0.058128	0.0	0.076001
block277	gene_1046	1.0	0	1422	1	1663	0.031	0.058128	0.0	0.076001
block277	gene_1047	1.0	0	1422	1	1663	0.024	0.058128	0.0	0.076001
block277	gene_1048	1.0	0	1422	1	1663	0.027	0.058128	0.0	0.076001
block277	gene_1049	1.0	0	1422	1	1663	0.034	0.058128	0.0	0.076001
block277	gene_1050	1.0	0	1422	1	1663	0.032	0.058128	0.0	0.076001
block277	gene_1051	1.0	0	1422	1	1663	0.029	0.058128	0.0	0.076001
block277	gene_1052	1.0	1	1421	1	1663	0.0475	0.069389	0.0	0.065555
block277	gene_1053	0.460791	1	1421	0	1664	0.077	0.116445	0.0	0.077789
block277	gene_1054	0.460791	1	1421	0	1664	0.0695	0.116445	0.0	0.077789
block277	gene_1055	0.460791	1	1421	0	1664	0.073	0.116445	0.0	0.077789
block278	gene_1056	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block279	gene_1057	0.460791	1	1421	0	1664	0.064	0.477307	0.0	0.160821
block279	gene_1058	1.0	1	1421	1	1663	0.0555	0.284426	0.0	0.135424
block279	gene_1059	1.0	0	1422	1	1663	0.028	0.238266	0.0	0.156597
block280	gene_1060	1.0	0	1422	1	1663	0.032	0.5	0.0	0.190094
block280	gene_1061	1.0	0	1422	1	1663	0.0405	0.5	0.0	0.190094
block281	gene_1062	0.460791	1	1421	0	1664	0.073	0.5	0.5	0.194803
block281	gene_1063	0.460791	1	1421	0	1664	0.0725	0.5	0.5	0.194803
block282	gene_1064	0.460791	1	1421	0	1664	0.076	1.0	1.0	0.264092
block283	gene_1065	0.460791	1	1421	0	1664	0.08	1.0	1.0	0.264092
block284	gene_1066	0.460791	1	1421	0	1664	0.071	1.0	1.0	0.264092
block285	gene_1067	0.521031	12	1410	10	1654	0.7105	1.0	0.0	0.155433
block286	gene_1068	1.0	0	1422	1	1663	0.032	0.5	0.0	0.190094
block286	gene_1069	1.0	0	1422	1	1663	0.0405	0.5	0.0	0.190094
block287	gene_1070	1.0	1	1421	1	1663	0.05	1.0	0.0	0.2254
block288	gene_1071	0.460791	1	1421	0	1664	0.071	1.0	1.0	0.264092
block289	gene_1072	1.0	0	1422	1	1663	0.032	0.5	0.0	0.190094
block289	gene_1073	1.0	0	1422	1	1663	0.0405	0.5	0.0	0.190094
block290	gene_1074	0.212248	2	1420	0	1664	0.143	0.5	0.5	0.221418
block290	gene_1075	0.212248	2	1420	0	1664	0.1405	0.5	0.5	0.22142
block291	gene_1076	0.020695	5	1417	0	1664	0.6325	0.623804	0.617561	0.42429
block291	gene_1077	0.044981	4	1418	0	1664	0.2565	0.376196	0.382439	0.291446
block292	gene_1078	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block293	gene_1079	1.0	1	1421	1	1663	0.051	1.0	0.0	0.2254
block294	gene_1080	0.460791	1	1421	0	1664	0.078	0.436732	0.0	0.139741
block294	gene_1081	1.0	2	1420	3	1661	0.0405	0.172628	0.0	0.099701
block294	gene_1082	1.0	2	1420	3	1661	0.048	0.172628	0.0	0.0997
block294	gene_1083	1.0	0	1422	1	1663	0.0275	0.218011	0.0	0.136137
block295	gene_1084	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block296	gene_1085	0.460791	1	1421	0	1664	0.0655	0.667028	0.500501	0.194736
block296	gene_1086	1.0	0	1422	1	1663	0.029	0.332972	0.499499	0.189972
block297	gene_1087	0.460791	1	1421	0	1664	0.073	0.5	0.5	0.194803
block297	gene_1088	0.460791	1	1421	0	1664	0.073	0.5	0.5	0.194803
block298	gene_1089	1.0	0	1422	1	1663	0.028	0.332972	0.499499	0.189972
block298	gene_1090	0.460791	1	1421	0	1664	0.067	0.667028	0.500501	0.194736
block299	gene_1091	1.0	0	1422	1	1663	0.037	0.2	0.0	0.122729
block299	gene_1092	1.0	0	1422	1	1663	0.0295	0.2	0.0	0.122729
block299	gene_1093	1.0	0	1422	1	1663	0.03	0.2	0.0	0.122728
block299	gene_1094	1.0	0	1422	1	1663	0.03	0.2	0.0	0.122728
block299	gene_1095	1.0	0	1422	1	1663	0.031	0.2	0.0	0.122728
block300	gene_1096	1.0	0	1422	1	1663	0.0365	0.333333	0.0	0.156938
block300	gene_1097	1.0	0	1422	1	1663	0.032	0.333333	0.0	0.156937
block300	gene_1098	1.0	0	1422	1	1663	0.028	0.333333	0.0	0.156937
block301	gene_1099	0.502914	0	1422	2	1662	0.0345	0.152007	0.261731	0.150458
block301	gene_1100	0.460791	1	1421	0	1664	0.069	0.364862	0.248486	0.140333
block301	gene_1101	0.462642	2	1420	5	1659	0.0225	0.118269	0.241298	0.11591
block301	gene_1102	0.460791	1	1421	0	1664	0.081	0.364862	0.248486	0.141124
block302	gene_1103	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block303	gene_1104	0.460791	1	1421	0	1664	0.071	1.0	1.0	0.264092
block304	gene_1105	0.460791	1	1421	0	1664	0.076	1.0	1.0	0.264092
block305	gene_1106	0.460791	1	1421	0	1664	0.076	1.0	1.0	0.264092
block306	gene_1107	1.0	1	1421	1	1663	0.0525	0.5	0.0	0.164168
block306	gene_1108	1.0	1	1421	1	1663	0.0535	0.5	0.0	0.164167
block307	gene_1109	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block308	gene_1110	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block309	gene_1111	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block310	gene_1112	0.100948	19	1403	36	1628	0.079	0.145716	0.455252	0.227095
block310	gene_1113	0.097727	3	1419	0	1664	0.273	0.854284	0.544748	0.301831
block311	gene_1114	0.460791	1	1421	0	1664	0.076	1.0	1.0	0.264092
block312	gene_1115	0.458243	9	1413	7	1657	0.3255	0.030819	0.0	0.031185
block312	gene_1116	0.528008	6	1416	4	1660	0.1485	0.04063	0.0	0.037181
block312	gene_1117	0.528008	6	1416	4	1660	0.1535	0.04063	0.0	0.037181
block312	gene_1118	0.528008	6	1416	4	1660	0.1435	0.04063	0.0	0.03718
block312	gene_1119	1.0	0	1422	1	1663	0.032	0.031068	0.0	0.052051
block312	gene_1120	1.0	0	1422	1	1663	0.036	0.031068	0.0	0.052051
block312	gene_1121	1.0	1	1421	2	1662	0.027	0.027264	0.0	0.042986
block312	gene_1122	1.0	1	1421	2	1662	0.0245	0.027264	0.0	0.042986
block312	gene_1123	1.0	1	1421	2	1662	0.03	0.027264	0.0	0.042986
block312	gene_1124	1.0	1	1421	2	1662	0.0265	0.027264	0.0	0.042986
block312	gene_1125	1.0	1	1421	1	1663	0.0335	0.037087	0.0	0.04437
block312	gene_1126	1.0	1	1421	1	1663	0.0315	0.037087	0.0	0.04437
block312	gene_1127	1.0	1	1421	1	1663	0.042	0.037087	0.0	0.04437
block312	gene_1128	1.0	1	1421	1	1663	0.0415	0.037087	0.0	0.04437
block312	gene_1129	0.629361	1	1421	3	1661	0.02	0.023259	0.0	0.046283
block312	gene_1130	1.0	1	1421	2	1662	0.032	0.027264	0.0	0.043074
block312	gene_1131	1.0	1	1421	2	1662	0.0335	0.027264	0.0	0.043074
block312	gene_1132	1.0	2	1420	2	1662	0.0455	0.031959	0.0	0.038998
block312	gene_1133	1.0	2	1420	2	1662	0.056	0.031959	0.0	0.038998
block312	gene_1134	1.0	2	1420	2	1662	0.038	0.031959	0.0	0.038997
block312	gene_1135	1.0	2	1420	2	1662	0.039	0.031959	0.0	0.038997
block312	gene_1136	1.0	2	1420	2	1662	0.0565	0.031959	0.0	0.038997
block312	gene_1137	1.0	2	1420	2	1662	0.042	0.031959	0.0	0.038997
block312	gene_1138	1.0	2	1420	2	1662	0.0535	0.031959	0.0	0.038997
block312	gene_1139	1.0	2	1420	2	1662	0.0425	0.031959	0.0	0.038997
block312	gene_1140	0.666882	3	1419	2	1662	0.0785	0.040584	0.0	0.040401
block312	gene_1141	0.666882	3	1419	2	1662	0.0585	0.040584	0.0	0.040401
block312	gene_1142	0.246021	18	1404	30	1634	0.1185	0.014066	0.0	0.027211
block312	gene_1143	0.246021	18	1404	30	1634	0.097	0.014066	0.0	0.02721
block312	gene_1144	0.246021	18	1404	30	1634	0.1115	0.014066	0.0	0.027209
block312	gene_1145	0.519208	3	1419	6	1658	0.035	0.018689	0.0	0.03544
block312	gene_1146	0.129374	0	1422	4	1660	0.0195	0.026118	0.0	0.079189
block312	gene_1147	0.129374	0	1422	4	1660	0.0325	0.026118	0.0	0.079185
block313	gene_1148	0.597931	2	1420	1	1663	0.072	0.165183	0.196909	0.118391
block313	gene_1149	0.212248	2	1420	0	1664	0.1245	0.311625	0.288576	0.159605
block313	gene_1150	0.212248	2	1420	0	1664	0.1385	0.311625	0.288576	0.159606
block313	gene_1151	0.460791	1	1421	0	1664	0.078	0.211567	0.225939	0.139536
block314	gene_1152	0.090002	7	1415	2	1662	0.0665	0.048493	0.052571	0.087318
block314	gene_1153	0.016261	10	1412	2	1662	0.3705	0.196584	0.191714	0.170662
block314	gene_1154	0.016261	10	1412	2	1662	0.3695	0.196584	0.191714	0.170697
block314	gene_1155	0.101057	5	1417	1	1663	0.0525	0.04297	0.046495	0.087461
block314	gene_1156	0.101057	5	1417	1	1663	0.0455	0.04297	0.046495	0.087462
block314	gene_1157	0.259382	5	1417	2	1662	0.035	0.021689	0.024305	0.067663
block314	gene_1158	0.259382	5	1417	2	1662	0.04	0.021689	0.024305	0.067663
block314	gene_1159	0.029112	9	1413	2	1662	0.2185	0.120771	0.123102	0.124998
block314	gene_1160	0.007472	9	1413	1	1663	0.3715	0.308251	0.299297	0.265347
block315	gene_1161	1.0	0	1422	1	1663	0.032	0.5	0.0	0.190094
block315	gene_1162	1.0	0	1422	1	1663	0.0405	0.5	0.0	0.190094
block316	gene_1163	1.0	0	1422	1	1663	0.039	0.357386	0.298267	0.157186
block316	gene_1164	1.0	0	1422	1	1663	0.026	0.357386	0.298267	0.157186
block316	gene_1165	0.25437	0	1422	3	1661	0.024	0.285228	0.403467	0.202743
block317	gene_1166	0.502914	0	1422	2	1662	0.0325	0.5	0.5	0.205755
block317	gene_1167	0.502914	0	1422	2	1662	0.0345	0.5	0.5	0.205756
block318	gene_1168	1.0	0	1422	1	1663	0.029	0.166667	0.0	0.112466
block318	gene_1169	1.0	0	1422	1	1663	0.034	0.166667	0.0	0.112466
block318	gene_1170	1.0	0	1422	1	1663	0.0335	0.166667	0.0	0.112466
block318	gene_1171	1.0	0	1422	1	1663	0.027	0.166667	0.0	0.112466
block318	gene_1172	1.0	0	1422	1	1663	0.0345	0.166667	0.0	0.112466
block318	gene_1173	1.0	0	1422	1	1663	0.035	0.166667	0.0	0.112466
block319	gene_1174	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block320	gene_1175	0.009518	6	1416	0	1664	0.8905	1.0	1.0	0.717086
block321	gene_1176	0.460791	1	1421	0	1664	0.0715	0.295544	0.0	0.126382
block321	gene_1177	1.0	1	1421	1	1663	0.0465	0.176114	0.0	0.105637
block321	gene_1178	1.0	1	1421	1	1663	0.039	0.176114	0.0	0.105637
block321	gene_1179	1.0	1	1421	1	1663	0.044	0.176114	0.0	0.105637
block321	gene_1180	1.0	1	1421	1	1663	0.0475	0.176114	0.0	0.105637
block322	gene_1181	0.460791	1	1421	0	1664	0.078	1.0	1.0	0.264092
block323	gene_1182	0.460791	1	1421	0	1664	0.081	0.2	0.2	0.125611
block323	gene_1183	0.460791	1	1421	0	1664	0.072	0.2	0.2	0.125612
block323	gene_1184	0.460791	1	1421	0	1664	0.0715	0.2	0.2	0.125612
block323	gene_1185	0.460791	1	1421	0	1664	0.085	0.2	0.2	0.125612
block323	gene_1186	0.460791	1	1421	0	1664	0.065	0.2	0.2	0.125612
block324	gene_1187	1.0	0	1422	1	1663	0.032	0.5	0.0	0.190094
block324	gene_1188	1.0	0	1422	1	1663	0.0405	0.5	0.0	0.190094
block325	gene_1189	0.460791	1	1421	0	1664	0.073	0.5	0.5	0.194803
block325	gene_1190	0.460791	1	1421	0	1664	0.073	0.5	0.5	0.194803
block326	gene_1191	0.340361	3	1419	1	1663	0.1315	0.25	0.25	0.129121
block326	gene_1192	0.340361	3	1419	1	1663	0.1295	0.25	0.25	0.129118
block326	gene_1193	0.340361	3	1419	1	1663	0.1225	0.25	0.25	0.129114
block326	gene_1194	0.340361	3	1419	1	1663	0.1335	0.25	0.25	0.129112
block327	gene_1195	0.460791	1	1421	0	1664	0.0685	0.2	0.2	0.125611
block327	gene_1196	0.460791	1	1421	0	1664	0.075	0.2	0.2	0.125612
block327	gene_1197	0.460791	1	1421	0	1664	0.067	0.2	0.2	0.125612
block327	gene_1198	0.460791	1	1421	0	1664	0.074	0.2	0.2	0.125612
block327	gene_1199	0.460791	1	1421	0	1664	0.0645	0.2	0.2	0.125612
block328	gene_1200	0.462642	2	1420	5	1659	0.033	1.0	0.0	0.222527
block329	gene_1201	0.460791	1	1421	0	1664	0.073	0.5	0.5	0.194803
block329	gene_1202	0.460791	1	1421	0	1664	0.0725	0.5	0.5	0.194803
block330	gene_1203	0.460791	1	1421	0	1664	0.073	0.5	0.5	0.194803
block330	gene_1204	0.460791	1	1421	0	1664	0.073	0.5	0.5	0.194803
block331	gene_1205	0.732893	3	1419	5	1659	0.04	0.5	0.0	0.12892
block331	gene_1206	0.732893	3	1419	5	1659	0.05	0.5	0.0	0.128916
block332	gene_1207	1.0	0	1422	1	1663	0.0365	0.333333	0.0	0.156938
block332	gene_1208	1.0	0	1422	1	1663	0.032	0.333333	0.0	0.156937
block332	gene_1209	1.0	0	1422	1	1663	0.028	0.333333	0.0	0.156937
block333	gene_1210	1.0	0	1422	1	1663	0.038	1.0	0.0	0.257938
block334	gene_1211	1.0	0	1422	1	1663	0.0295	0.027027	0.0	0.050954
block334	gene_1212	1.0	0	1422	1	1663	0.0365	0.027027	0.0	0.050954
block334	gene_1213	1.0	0	1422	1	1663	0.0365	0.027027	0.0	0.050954
block334	gene_1214	1.0	0	1422	1	1663	0.0305	0.027027	0.0	0.050954
block334	gene_1215	1.0	0	1422	1	1663	0.0295	0.027027	0.0	0.050954
block334	gene_1216	1.0	0	1422	1	1663	0.0335	0.027027	0.0	0.050954
block334	gene_1217	1.0	0	1422	1	1663	0.0305	0.027027	0.0	0.050953
block334	gene_1218	1.0	0	1422	1	1663	0.028	0.027027	0.0	0.050953
block334	gene_1219	1.0	0	1422	1	1663	0.029	0.027027	0.0	0.050953
block334	gene_1220	1.0	0	1422	1	1663	0.0265	0.027027	0.0	0.050953
block334	gene_1221	1.0	0	1422	1	1663	0.045	0.027027	0.0	0.050953
block334	gene_1222	1.0	0	1422	1	1663	0.0315	0.027027	0.0	0.050953
block334	gene_1223	1.0	0	1422	1	1663	0.03	0.027027	0.0	0.050952
block334	gene_1224	1.0	0	1422	1	1663	0.0315	0.027027	0.0	0.050952
block334	gene_1225	1.0	0	1422	1	1663	0.033	0.027027	0.0	0.050952
block334	gene_1226	1.0	0	1422	1	1663	0.032	0.027027	0.0	0.050952
block334	gene_1227	1.0	0	1422	1	1663	0.0355	0.027027	0.0	0.050952
block334	gene_1228	1.0	0	1422	1	1663	0.0375	0.027027	0.0	0.050952
block334	gene_1229	1.0	0	1422	1	1663	0.0255	0.027027	0.0	0.050952
block334	gene_1230	1.0	0	1422	1	1663	0.034	0.027027	0.0	0.050952
block334	gene_1231	1.0	0	1422	1	1663	0.0355	0.027027	0.0	0.050952
block334	gene_1232	1.0	0	1422	1	1663	0.0335	0.027027	0.0	0.050952
block334	gene_1233	1.0	0	1422	1	1663	0.0335	0.027027	0.0	0.050952
block334	gene_1234	1.0	0	1422	1	1663	0.0335	0.027027	0.0	0.050952
block334	gene_1235	1.0	0	1422	1	1663	0.031	0.027027	0.0	0.050952
block334	gene_1236	1.0	0	1422	1	1663	0.0325	0.027027	0.0	0.050952
block334	gene_1237	1.0	0	1422	1	1663	0.031	0.027027	0.0	0.050952
block334	gene_1238	1.0	0	1422	1	1663	0.0325	0.027027	0.0	0.050952
block334	gene_1239	1.0	0	1422	1	1663	0.0375	0.027027	0.0	0.050952
block334	gene_1240	1.0	0	1422	1	1663	0.038	0.027027	0.0	0.050952
block334	gene_1241	1.0	0	1422	1	1663	0.036	0.027027	0.0	0.050952
block334	gene_1242	1.0	0	1422	1	1663	0.0405	0.027027	0.0	0.050952
block334	gene_1243	1.0	0	1422	1	1663	0.0275	0.027027	0.0	0.050952
block334	gene_1244	1.0	0	1422	1	1663	0.0375	0.027027	0.0	0.050953
block334	gene_1245	1.0	0	1422	1	1663	0.025	0.027027	0.0	0.050953
block334	gene_1246	1.0	0	1422	1	1663	0.031	0.027027	0.0	0.050953
block334	gene_1247	1.0	0	1422	1	1663	0.0295	0.027027	0.0	0.050953
block335	gene_1248	0.597931	2	1420	1	1663	0.092	1.0	0.0	0.231404
block336	gene_1249	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block337	gene_1250	0.381113	12	1410	9	1655	0.813	0.521083	0.0	0.131026
block337	gene_1251	1.0	0	1422	1	1663	0.028	0.478917	0.0	0.188845
block338	gene_1252	0.212248	2	1420	0	1664	0.119	0.333333	0.333333	0.180651
block338	gene_1253	0.212248	2	1420	0	1664	0.1295	0.333333	0.333333	0.180654
block338	gene_1254	0.212248	2	1420	0	1664	0.1255	0.333333	0.333333	0.180654
block339	gene_1255	1.0	0	1422	1	1663	0.032	0.5	0.0	0.190094
block339	gene_1256	1.0	0	1422	1	1663	0.0405	0.5	0.0	0.190094
block340	gene_1257	1.0	0	1422	1	1663	0.0375	0.333333	0.0	0.156938
block340	gene_1258	1.0	0	1422	1	1663	0.0395	0.333333	0.0	0.156937
block340	gene_1259	1.0	0	1422	1	1663	0.03	0.333333	0.0	0.156937
block341	gene_1260	1.0	1	1421	2	1662	0.033	0.304616	0.0	0.160643
block341	gene_1261	0.460791	1	1421	0	1664	0.082	0.695384	0.0	0.194813
block342	gene_1262	1.0	0	1422	1	1663	0.032	0.5	0.0	0.190094
block342	gene_1263	1.0	0	1422	1	1663	0.0405	0.5	0.0	0.190094
block343	gene_1264	1.0	3	1419	3	1661	0.0855	1.0	0.0	0.185783
block344	gene_1265	0.460791	1	1421	0	1664	0.075	0.2	0.2	0.125611
block344	gene_1266	0.460791	1	1421	0	1664	0.065	0.2	0.2	0.125612
block344	gene_1267	0.460791	1	1421	0	1664	0.07	0.2	0.2	0.125612
block344	gene_1268	0.460791	1	1421	0	1664	0.065	0.2	0.2	0.125612
block344	gene_1269	0.460791	1	1421	0	1664	0.071	0.2	0.2	0.125612
block345	gene_1270	0.460791	1	1421	0	1664	0.085	0.333333	0.333333	0.160784
block345	gene_1271	0.460791	1	1421	0	1664	0.0625	0.333333	0.333333	0.160784
block345	gene_1272	0.460791	1	1421	0	1664	0.08	0.333333	0.333333	0.160785
block346	gene_1273	1.0	0	1422	1	1663	0.025	0.333333	0.0	0.156938
block346	gene_1274	1.0	0	1422	1	1663	0.035	0.333333	0.0	0.156937
block346	gene_1275	1.0	0	1422	1	1663	0.0275	0.333333	0.0	0.156937
block347	gene_1276	0.460791	1	1421	0	1664	0.075	1.0	1.0	0.264092
block348	gene_1277	1.0	1	1421	1	1663	0.05	1.0	0.0	0.2254
block349	gene_1278	0.597931	2	1420	1	1663	0.0875	0.5	0.0	0.166978
block349	gene_1279	0.597931	2	1420	1	1663	0.094	0.5	0.0	0.166975
block350	gene_1280	0.101057	5	1417	1	1663	0.372	0.5	0.5	0.25574
block350	gene_1281	0.101057	5	1417	1	1663	0.3785	0.5	0.5	0.255762
block351	gene_1282	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block352	gene_1283	1.0	1	1421	2	1662	0.037	1.0	0.0	0.219532
block353	gene_1284	1.0	5	1417	5	1659	0.1125	0.161484	0.0	0.073605
block353	gene_1285	0.45558	11	1411	18	1646	0.073	0.09037	0.0	0.066919
block353	gene_1286	1.0	1	1421	1	1663	0.046	0.249382	0.0	0.105247
block353	gene_1287	1.0	1	1421	1	1663	0.055	0.249382	0.0	0.105247
block353	gene_1288	1.0	1	1421	1	1663	0.0525	0.249382	0.0	0.105247
block354	gene_1289	0.460791	1	1421	0	1664	0.051	0.049105	0.052217	0.069358
block354	gene_1290	0.460791	1	1421	0	1664	0.0535	0.049105	0.052217	0.069358
block354	gene_1291	0.460791	1	1421	0	1664	0.043	0.049105	0.052217	0.069358
block354	gene_1292	0.460791	1	1421	0	1664	0.0615	0.049105	0.052217	0.069358
block354	gene_1293	0.460791	1	1421	0	1664	0.048	0.049105	0.052217	0.069358
block354	gene_1294	0.460791	1	1421	0	1664	0.0585	0.049105	0.052217	0.069359
block354	gene_1295	0.460791	1	1421	0	1664	0.0545	0.049105	0.052217	0.069359
block354	gene_1296	0.460791	1	1421	0	1664	0.0645	0.049105	0.052217	0.069359
block354	gene_1297	0.460791	1	1421	0	1664	0.0585	0.049105	0.052217	0.069359
block354	gene_1298	0.460791	1	1421	0	1664	0.062	0.049105	0.052217	0.069359
block354	gene_1299	0.460791	1	1421	0	1664	0.059	0.049105	0.052217	0.069359
block354	gene_1300	0.460791	1	1421	0	1664	0.0615	0.049105	0.052217	0.06936
block354	gene_1301	0.460791	1	1421	0	1664	0.059	0.049105	0.052217	0.06936
block354	gene_1302	0.212248	2	1420	0	1664	0.116	0.072328	0.064235	0.078485
block354	gene_1303	0.212248	2	1420	0	1664	0.0985	0.072328	0.064235	0.078486
block354	gene_1304	0.212248	2	1420	0	1664	0.0925	0.072328	0.064235	0.078487
block354	gene_1305	0.212248	2	1420	0	1664	0.11	0.072328	0.064235	0.078487
block354	gene_1306	0.212248	2	1420	0	1664	0.108	0.072328	0.064235	0.078487
block355	gene_1307	0.460791	1	1421	0	1664	0.0645	0.2	0.2	0.125611
block355	gene_1308	0.460791	1	1421	0	1664	0.0725	0.2	0.2	0.125612
block355	gene_1309	0.460791	1	1421	0	1664	0.0745	0.2	0.2	0.125612
block355	gene_1310	0.460791	1	1421	0	1664	0.083	0.2	0.2	0.125612
block355	gene_1311	0.460791	1	1421	0	1664	0.063	0.2	0.2	0.125612
block356	gene_1312	1.0	0	1422	1	1663	0.029	0.142857	0.0	0.104526
block356	gene_1313	1.0	0	1422	1	1663	0.03	0.142857	0.0	0.104526
block356	gene_1314	1.0	0	1422	1	1663	0.034	0.142857	0.0	0.104526
block356	gene_1315	1.0	0	1422	1	1663	0.0385	0.142857	0.0	0.104526
block356	gene_1316	1.0	0	1422	1	1663	0.0315	0.142857	0.0	0.104526
block356	gene_1317	1.0	0	1422	1	1663	0.0285	0.142857	0.0	0.104526
block356	gene_1318	1.0	0	1422	1	1663	0.0345	0.142857	0.0	0.104526
block357	gene_1319	0.101057	5	1417	1	1663	0.269	0.333333	0.333333	0.198087
block357	gene_1320	0.101057	5	1417	1	1663	0.306	0.333333	0.333333	0.198107
block357	gene_1321	0.101057	5	1417	1	1663	0.3025	0.333333	0.333333	0.198121
block358	gene_1322	0.502914	0	1422	2	1662	0.019	0.243265	0.232932	0.145628
block358	gene_1323	0.25437	0	1422	3	1661	0.0265	0.232628	0.289961	0.168119
block358	gene_1324	0.25437	0	1422	3	1661	0.0275	0.232628	0.289961	0.168122
block358	gene_1325	1.0	0	1422	1	1663	0.0295	0.291479	0.187146	0.136493
block359	gene_1326	0.25437	0	1422	3	1661	0.0245	0.049134	0.048427	0.074445
block359	gene_1327	0.25437	0	1422	3	1661	0.028	0.049134	0.048427	0.074445
block359	gene_1328	0.25437	0	1422	3	1661	0.024	0.049134	0.048427	0.074445
block359	gene_1329	0.06615	0	1422	5	1659	0.023	0.058552	0.087677	0.096964
block359	gene_1330	0.06615	0	1422	5	1659	0.0265	0.058552	0.087677	0.096968
block359	gene_1331	0.06615	0	1422	5	1659	0.0215	0.058552	0.087677	0.096974
block359	gene_1332	0.06615	0	1422	5	1659	0.0265	0.058552	0.087677	0.09698
block359	gene_1333	0.06615	0	1422	5	1659	0.0225	0.058552	0.087677	0.096986
block359	gene_1334	0.06615	0	1422	5	1659	0.0225	0.058552	0.087677	0.09699
block359	gene_1335	0.129374	0	1422	4	1660	0.0295	0.051754	0.065154	0.084083
block359	gene_1336	0.25437	0	1422	3	1661	0.022	0.049134	0.048427	0.074634
block359	gene_1337	0.502914	0	1422	2	1662	0.028	0.051381	0.036001	0.069183
block359	gene_1338	0.502914	0	1422	2	1662	0.0315	0.051381	0.036001	0.069183
block359	gene_1339	0.502914	0	1422	2	1662	0.0265	0.051381	0.036001	0.069183
block359	gene_1340	1.0	0	1422	1	1663	0.0265	0.061564	0.026768	0.067965
block359	gene_1341	1.0	0	1422	1	1663	0.038	0.061564	0.026768	0.067965
block359	gene_1342	1.0	0	1422	1	1663	0.023	0.061564	0.026768	0.067965
block359	gene_1343	1.0	0	1422	1	1663	0.0365	0.061564	0.026768	0.067965
block360	gene_1344	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block361	gene_1345	0.666882	3	1419	2	1662	0.1115	0.37019	0.0	0.124048
block361	gene_1346	1.0	2	1420	2	1662	0.061	0.291517	0.0	0.119426
